id,as_of,scope,metric_name,value,unit,basis,scenario,notes,fact_status,source_id,confidence,as_of_date
295,2026,Australia,airtrunk_recycled_water_share_pct,55.0,%,actual,,"BCA Submission No 116, footnote 23: 'recycled water now supplies 55 per cent of AirTrunk's total use, and its Singapore site runs entirely on reclaimed water.' This is a specific, checkable claim made about a named operator by a peak body to a parliamentary inquiry, and it is the strongest water credential claimed for AirTrunk anywhere in the record. It is recorded as CLAIMED because no site-level water data has been verified: the Observatory holds no metered water figures for SYD1 Huntingwood, SYD2 Lane Cove or MEL1 Derrimut, and Sydney Water agreements are not public (RG-017). If true it materially weakens the potable-water critique as applied to AirTrunk specifically.",CLAIMED,SRC_BCA_SUB116,medium,2026-09-18
296,2026,Australia,dc_electricity_offset_by_renewables_pct,70.0,%,estimate,,"BCA Submission No 116: 'around 70 per cent of electricity used by data centres is already offset by renewable energy, through a mix of on-site solar generation and long-term renewable power purchase agreements'. This is a market-based accounting claim about the sector as a whole.",CLAIMED,SRC_BCA_SUB116,low,2026-09-18
297,2026,Australia,hyperscaler_contracted_renewables_gw,1.0,GW,actual,,"BCA: since 2020 Amazon, Microsoft and Equinix have contracted close to 1 GW of renewable electricity capacity from wind and solar projects in Australia. Checkable against the CER's LRET supply data and the NSW renewable approvals pipeline (49 projects, 10.2 GW approved between March 2023 and May 2026).",CLAIMED,SRC_BCA_SUB116,medium,2026-09-18
298,2026-09,Australia,senate_inquiry_submissions,116.0,count,actual,,"Submissions received by the Senate Environment and Communications References Committee inquiry into artificial intelligence and data centres, referred 13 May 2026, closed 1 September 2026, reporting 16 November 2026. Only the first 20 are retrievable without a browser session because the list is a JavaScript-postback pager (RG-066); those 20 include the Climate Council of Australia, the Canterbury Bankstown Climate Action Network, the Conservation Council of Western Australia, the Australian Writers' Guild, Ethica Labs, Cetus AI, AQ Intelligence, the Australasian Society for Computers and Law, the Australasian Institute of Digital Health, Soroptimist International Australia and Voices of Bennelong.",VERIFIED,SRC_SENATE_AI_DC,high,2026-09-18
299,2026-09-18,national,TCS Australian public sector contract portfolio - published aggregator total,352735957.18,AUD,,,"GovMarket published figure: 'Total portfolio $352,735,957.18', 'Contracts won 65'. This is the number in public circulation and the number supplied to this project. It is INFLATED - see the de-duplicated metric below.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
300,2026-09-18,national,TCS Australian public sector contract portfolio - Observatory de-duplicated total,234423257.18,AUD,,,"$352,735,957.18 less ONE confirmed duplicate of $118,312,700 (the Transport Equipment Centre of Excellence, published on both buy.nsw as CAN-100812 and in the aggregator's own contract record with identical value, identical 29 March 2018 award date and identical 30 June 2027 expiry). 45 of 65 records are paywalled so further duplicates cannot be excluded: this is a CEILING on distinct spend, not a floor. The overstatement is $118,312,700, or 50.5% of the corrected figure.",VERIFIED,SRC_GOVMARKET_TECOE,high,2026-09-18
301,2026-09-18,national,TCS distinct Australian public contracts,64.0,count,,,65 published less one confirmed duplicate.,VERIFIED,SRC_GOVMARKET_TECOE,high,2026-09-18
302,2026-09-18,national,TCS portfolio share attributable to a single nine-year sole-sourced contract,50.5,percent of corrected total,,,"$118,312,700 of $234,423,257. Half of the tracked Australian public-sector exposure to this firm is one directly negotiated contract running 29 March 2018 to 30 June 2027.",VERIFIED,SRC_BUYNsw_CAN100812,high,2026-09-18
303,2026-09-18,national,Transport Equipment Centre of Excellence contract term,9.25,years,,,29 March 2018 to 30 June 2027. GovMarket's own contract record states '9y 3mo term - 92% elapsed'. Method of tendering: direct negotiation.,VERIFIED,SRC_BUYNsw_CAN100812,high,2026-09-18
304,2026-09-18,national,TCS median Australian government contract win (implied),222810.0,AUD,,,"DERIVED, NOT PUBLISHED. The aggregator states the $118.3M contract is '~531x their median win', which implies a median of about $222,810. Recorded as a derived estimate at low confidence because it is arithmetic performed on the aggregator's own characterisation.",REPORTED,SRC_GOVMARKET_TECOE,low,2026-09-18
305,2026-09-18,national,TCS contracts with Melbourne Water,27.0,count,,,"$5.3M across 27 contracts - the highest contract count of any buyer, at an average of about $196k. Nine of the 27 are individually visible and sum to $1,794,000 (average $199,333, against a published average of $196,296), leaving 18 records and $3,506,000 behind the paywall. Consistent with a panel or standing-offer drawdown rather than 27 separate competitions.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
306,2026-09-18,NSW,Share of NSW data centre planning records handled by the two most-assigned officers,65.1,percent,,,"Shaun Williams 25 of 63 (39.7%) and Patrick Copas 16 of 63 (25.4%), together 41 of 63. Eleven named officers in total across the 63 records. Published on the portal, so this is disclosed accountability.",VERIFIED,SRC_PORTAL_PLANNERS,high,2026-09-18
307,2026-09-18,NSW,NSW data centre consents issued under a delegation executed after the Guidelines,2.0,count,,,"Glendenning Road SSD-73761707 (signed 14 September 2026) and Project Apollo Macquarie Park (signed 2 September 2026), both under a ministerial delegation executed 18 August 2026 - one day after the NSW Data Centre Guidelines were published on 17 August 2026. Eleven further consents were issued under a 9 March 2022 delegation and one under 9 March 2020.",VERIFIED,SRC_CONSENT_DELEGATIONS,high,2026-09-18
308,2026-09-18,NSW,NSW data centre consents where the Schedule 1 applicant is a consultancy,4.0,count,,,"ARUP Pty Ltd (43-61 Turner Road); Cundall Johnston and Partners Pty Ltd (Davis Road and its Mod 1); Lehr Consultants International (Australia) Pty Ltd (Glendenning Road SSD-73761707, 235 MW). Of 13 consents whose Schedule 1 applicant parsed.",VERIFIED,SRC_CONSENT_APPLICANTS,high,2026-09-18
309,2026-09-18,NSW,NSW data centre consents where the Schedule 1 applicant is an opaque SPV or trust trustee,4.0,count,,,"EMKC Cubed Management Pty Ltd (two consents: 51 Huntingwood Drive SSD-41589232 with 632 MW installed back-up, and Apollo Place SSD-67407231); HDI SYD1 Property Holdings Limited (DigiCo SYD1 expansion SSD-69637456); The Trustee for NineZero DC Sub Trust I (DCI Poplars). Beneficial ownership unresolved in all four (RG-064).",VERIFIED,SRC_CONSENT_APPLICANTS,high,2026-09-18
310,2026-09-18,NSW,NSW data centre consents where the Schedule 1 applicant is the identifiable operator,5.0,count,,,"Five, and they are: NEXTDC Limited; Goodman Property Services (Aust) Pty Limited; Canberra Data Centres Pty Ltd; Macquarie Data Centres Pty Ltd; Equinix Hyperscale 2 (SY10) Pty Limited. The 13 parsed consents therefore divide 4 consultancy applicants + 4 opaque SPV or trust applicants + 5 identifiable operators. So in 8 of the 13 parsed consents - a clear majority - the party legally named as the applicant is NOT the operator of the facility.",VERIFIED,SRC_CONSENT_APPLICANTS,high,2026-09-18
311,2026-09-18,NSW,NSW data centre projects with an identifiable independent peer review of acoustic evidence,3.0,count,,,"DigiCo SYD1 expansion ('a14-acoustic-peer-review'); Lane Cove West mod 3 ('peer-review-acoustic-assessment'); 51 Huntingwood Drive mod 1 ('appendix-b4-acoustic-review-statement' x2). Three of 63 projects, i.e. about 5%. Across the same 63 projects there are 181 acoustic and noise attachments. Independent checking of the amenity evidence is the exception, not the norm. Evidence tier: attachment filename only (RG-073).",REPORTED,SRC_ATTACHMENT_CONSULTANTS,medium,2026-09-18
312,2026-09-18,national,TCS portfolio by buyer (aggregator published): Transport for NSW,278900000.0,AUD,,,"GovMarket publishes 15 contracts and 79% of portfolio for Transport for NSW. For Transport for NSW this INCLUDES the $118,312,700 duplicate, so the distinct figure is $160,587,300 across 14 contracts - which is 68.5% of the de-duplicated portfolio, not 79%. The other four buyers are not known to contain duplicates.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
313,2026-09-18,national,TCS portfolio by buyer (aggregator published): Reserve Bank of Australia,39900000.0,AUD,,,"Aggregator arithmetic, not verified against a portal notice.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
314,2026-09-18,national,TCS portfolio by buyer (aggregator published): Insurance and Care NSW (icare),8500000.0,AUD,,,"Aggregator arithmetic, not verified against a portal notice.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
315,2026-09-18,national,TCS portfolio by buyer (aggregator published): Department of Customer Service,6600000.0,AUD,,,"Aggregator arithmetic, not verified against a portal notice.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
316,2026-09-18,national,TCS portfolio by buyer (aggregator published): Melbourne Water,5300000.0,AUD,,,"Aggregator arithmetic, not verified against a portal notice.",REPORTED,SRC_GOVMARKET_TCS,medium,2026-09-18
317,2026-09,NSW,consents_with_determination_date,20.0,count,actual,,"All 20 signed consents in the battery now carry a determination date: 17 parsed from the instrument's own cover-page execution line, 3 from portal node metadata because the execution date is an image stamp absent from the text layer (Dicker Data, Lane Cove West; Talavera Road's cover carries the year only). RG-079's blocker is cleared.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
318,2026-09,NSW,consents_determined_post_guidelines,2.0,count,actual,,"2 of 20 consents were determined on or after 2026-08-17, when the NSW Data Centre Guidelines took effect: project-apollo-data-centre-macquarie-park (2026-09-02, officer Patrick Copas, signed by Joanna Bakopanos); glendenning-road-data-centre (2026-09-14, officer Shaun Williams, signed by Joanna Bakopanos).",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
319,2026-09,NSW,post_guidelines_consents_citing_guidelines,0.0,count,actual,,"Neither post-Guidelines consent cites the NSW Data Centre Guidelines. Across all 20 instruments the citation count is zero (battery column guidelines_cited). The Guidelines are guidance, not a mandatory instrument, and the first two determinations after they took effect do not reference them.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
320,2026-09,NSW,consents_signed_under_delegation_2026_08_18,2.0,count,actual,,"Consents signed under the ministerial delegation executed 18 August 2026 - ONE DAY AFTER the Guidelines took effect: Project Apollo (2026-09-02) and Glendenning Road (signed 2026-09-14, registered 2026-09-16), both by Joanna Bakopanos, A/Director Industry Assessments. Verified from the instruments' own cover pages ('As delegate of the Minister for Planning and Public Spaces under delegation executed on 18 August 2026').",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
321,2026-09,NSW,consents_signed_under_delegation_2022_03_09,12.0,count,actual,,12 of 20 instruments were signed under the single ministerial delegation executed 9 March 2022 - the standing regime from 2022 until the 18 August 2026 delegation. Full regime distribution: (none/IPC determination): 1; 2017-10-11: 2; 2020-03-09: 1; 2021-04-26: 1; 2022-03-09: 12; 2022-06-14: 1; 2026-08-18: 2.,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
322,2026-09,NSW,distinct_consent_signatories,5.0,count,actual,,Five signature blocks across 20 instruments: Joanna Bakopanos 9; Chris Ritchie 6; Anthea Sargeant 3; [Name of Commissioner] 1; Catriona Shirley 1. The Talavera Road block is the unfilled template placeholder '[Name of Commissioner]' (RG-085). One A/Director signs 45% of the sample and both post-Guidelines consents.,VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
323,2026-09,NSW,determined_consents_officered_by_top_two,15.0,count,actual,,"Shaun Williams (9) and Patrick Copas (6) are the case officers for 15 of the 20 determined consents (75%), mirroring their 65% share of the 63-project live pipeline (v_case_officer_load). Both post-Guidelines determinations sit with them (2 of 2): Glendenning=Williams, Project Apollo=Copas.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
324,2026-09,NSW,officers_who_managed_and_signed_sample_consents,1.0,count,actual,,"Joanna Bakopanos appears on BOTH sides of the record: case planner for the Talavera Road campus expansion (SSD-24299707, planner_assignments.json) and, as A/Director Industry Assessments, signatory of 9 of the 20 determined consents including both post-Guidelines determinations. Not evidence of impropriety - assessment and determination are separate functions and the Talavera determination was the IPC's - but the same small office both manages and signs the pipeline, which is the structural point RG-079 was opened to test.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
325,2026-09,NSW,mean_strictness_index_post_guidelines,12.5,index,actual,,"Documented strictness index (formula in scripts/curate_rg079.py). The two post-Guidelines consents score 11 (project-apollo-data-centre-macquarie-park), 14 (glendenning-road-data-centre) - at or above the top of the pre-Guidelines distribution (mean 3.89, range 0-11 across 18). BUT the index rewards provisions that only became standard in late-2024 instruments, so the honest control is the recent pre-Guidelines cohort (determined from 2024-12 onward, n=10): mean 5.1, range 0-11. Project Apollo ties the cohort top (NEXTDC S4, determined 2025-12-24 on proponent commitments); Glendenning exceeds it on air-quality conditions (170-hour cap, NOx mass cap, 45 m stacks, annual testing) that RG-026/RG-060 attribute to site-specific assessment, not to the Guidelines - which NEITHER consent cites. Reading: the tightening trend predates 17 August 2026 and continues through it; the Guidelines added no citable requirement to either instrument.",VERIFIED,SRC_NSWPORTAL_CONSENTS,high,2026-09-18
326,2026-09,Australia,nvidia_dsx_au_buildout_ceiling,2000.0,MW,forecast_high,,"NVIDIA's 9 Sep 2026 release: 'up to a 2-gigawatt buildout by 2027' of DSX AI factories across eight Australian partners (Firmus, Sharon AI, IREN, ResetData, Megaport/Latitude.sh, CDC, NEXTDC, AirTrunk). A ceiling, not a commitment: no per-partner or per-site allocation is published, and 'land, power and shell capacity designed to host' is not energised IT load. Never sum with the observatory's site capacities.",CLAIMED,SRC_NVIDIA_AU_2GW,medium,2026-09-09
327,2026-09,Australia,sharon_ai_nvidia_gpu_deployment_ceiling,68000.0,GPUs,forecast_high,,"'Up to 68,000 NVIDIA GPUs' - Sharon AI's own figure inside the NVIDIA release; no location, generation split or energised status published.",CLAIMED,SRC_NVIDIA_AU_2GW,low,2026-09-09
328,2026-09,South Australia,iren_bundey_campus_capacity,800.0,MW,pipeline,,IREN's '800-megawatt Bundey campus in South Australia' named in the NVIDIA release as a DSX deployment site. Not in the observatory's 93-site register; reconcile against SA planning records (RG-091).,CLAIMED,SRC_NVIDIA_AU_2GW,medium,2026-09-09
329,2026-09,Australia / New Zealand,cdc_operating_capacity_claim_nvidia_release,550.0,MW,actual,,"CDC CEO Greg Boorer in the NVIDIA release: 'more than 550 megawatts of capacity across Australia and New Zealand, with a further 800 megawatts under construction'. Company claim at a partner announcement; the observatory's own consent-based CDC rows are the check against it - do not merge (RG-091).",CLAIMED,SRC_NVIDIA_AU_2GW,medium,2026-09-09
330,2026-09,Australia / New Zealand,cdc_under_construction_claim_nvidia_release,800.0,MW,pipeline,,"Second half of the Boorer claim above. Basis pipeline, not actual.",CLAIMED,SRC_NVIDIA_AU_2GW,medium,2026-09-09
331,2026-02,Australia,defence_palantir_spend_since_2013,26.0,AUD m,actual,,"Crikey's analysis of AusTender: Defence 'has now spent more than $26 million on Palantir contracts since 2013'. A floor ('more than'), not an exact total. The five notices catalogued in this pack sum to less - the balance sits in older notices not yet pulled (historical AusTender data on data.gov.au); full ledger is RG-086.",REPORTED,SRC_CRIKEY_DEF_FEB26,medium,2026-02-17
332,2025-12-31,Australia,futurefund_palantir_holding,165307100.0,AUD,actual,,"620,169 shares (code BN78DQ4), 0.06% of the Future Fund - read directly from the archived Periodic Investment Report CSV (sha256 5354c9dff...efeab). Trajectory: A$1,616,512.92 (Feb 2023, Crikey citing FF) -> A$103,649,987 / 498,339 shares (30 Jun 2025, Crikey citing FF) -> A$165,307,100 (31 Dec 2025, primary). Share count rose ~24% Jun->Dec 2025; value rose ~60% (price + accumulation - the split is not computed here).",VERIFIED,SRC_FF_PIR_DEC25,high,2025-12-31
333,2025-06-30,Australia,futurefund_palantir_holding_jun2025,103649987.0,AUD,actual,,"498,339 shares as of 30 June 2025 per Crikey citing the Future Fund periodic report. The June-2025 CSV was not re-downloaded (the FF site now serves the December 2025 report); verification against the primary file is RG-094.",REPORTED,SRC_CRIKEY_FF_JAN26,high,2026-01-29
334,2025-05,United States,maven_smart_system_idiq_ceiling,1300.0,USD m,signed,,"Maven Smart System IDIQ ceiling raised from US$480m (May 2024) to US$1.3bn (May 2025); Reuters (Mar 2026) and DefenseScoop (May 2025) agree. On 9 Mar 2026 the Deputy SecDef directed Maven become an official program of record. USD, not AUD - never sum with Australian contract rows.",REPORTED,SRC_REUTERS_MAVEN_MAR26,high,2026-03-20
335,2025-07,United States,army_palantir_enterprise_agreement_ceiling,10.0,USD bn,signed,,"10-year Army enterprise agreement 'worth up to $10 billion' consolidating 75 contracts (15 prime, 60 related); announced 31 Jul 2025 (army.mil release; DefenseScoop/Breaking Defense/Washington Technology corroborate). A ceiling across a decade, not an award.",REPORTED,SRC_ARMY_EA_JUL25,high,2025-07-31
336,2025-09,United Kingdom,uk_palantir_investment_pledge,1.5,GBP bn,forecast_high,,'Up to £1.5bn' Palantir investment in the UK under the 18 Sep 2025 strategic partnership signed by the Defence Secretary; up to 350 jobs; London as European defence HQ; MoD opportunities 'worth up to £750 million over the next five years'. A pledge and an opportunity estimate in a government release - not contracted spend.,CLAIMED,SRC_GOVUK_PALANTIR_SEP25,medium,2025-09-18
337,2026-03,United States,palantir_market_cap,360.0,USD bn,estimate,,"Reuters, 20 Mar 2026: contract wins 'helped double the company's stock price in the past year, lifting its market value to nearly $360 billion'. Approximate and time-varying; context for the scale asymmetry between the vendor and its second-tier-government customers.",REPORTED,SRC_REUTERS_MAVEN_MAR26,medium,2026-03-20
338,2026-07,Western Australia,wa_frt_trial_week1_faces_scanned,130000.0,faces scanned,actual,,"WA Police real-time facial recognition trial (from 2 Jul 2026, Perth): one mobile van scanned 130,000+ faces in crowded public spaces in week one; 33 alerts; 19 arrests; two acknowledged false alerts; database ~4,000 people. NOT a Palantir system on any evidence found - vendor undisclosed (RG-093). Recorded because it is the verified Australian baseline against which 'pre-crime' claims must be measured.",REPORTED,SRC_GUARDIAN_WA_FRT,high,2026-07-20
339,2026-07,Western Australia,wa_frt_trial_week1_arrests,19.0,arrests,actual,,"Week-one arrests from the 33 alerts above, including one executed live during the commissioner's media conference. Two welfare checks; 21 registered sex offenders 'engaged with'.",REPORTED,SRC_GUARDIAN_WA_FRT,high,2026-07-20
340,2026,Australia,australians_frt_biggest_privacy_risk,45.0,% of respondents,actual,,"2026 Australian Community Attitudes to Privacy Survey (OAIC, cited via the Guardian): 45% of Australians consider facial recognition the biggest privacy risk they face, up from 27% in 2023; comfort with police biometric use down to 57%. The perception-side datapoint for this thread.",REPORTED,SRC_GUARDIAN_WA_FRT,medium,2026-07-20
